w.length,"-5.00000E+00","-5.00000E+00","0.00000E+00","0.00000E+00","5.00000E+00","1.00000E+01","1.00000E+01","2.00000E+01","2.00000E+01","3.00000E+01","3.00000E+01","3.50000E+01","3.50000E+01"
290,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
291,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
292,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,9.91815E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
293,1.69594E-04,1.69594E-04,2.29451E-04,2.34439E-04,2.84320E-04,3.49165E-04,3.49165E-04,3.89069E-04,3.69117E-04,3.29213E-04,3.34201E-04,2.94296E-04,2.89308E-04
294,5.44243E-04,5.29125E-04,7.20618E-04,7.45814E-04,9.02032E-04,1.10864E-03,1.10360E-03,1.26990E-03,1.24974E-03,1.13384E-03,1.12880E-03,1.00282E-03,9.77621E-04
295,1.27726E-03,1.24206E-03,1.73990E-03,1.76504E-03,2.22767E-03,2.71544E-03,2.68024E-03,3.23842E-03,3.18310E-03,2.99202E-03,2.99704E-03,2.68527E-03,2.68024E-03
296,2.51485E-03,2.43941E-03,3.44032E-03,3.49565E-03,4.57703E-03,5.56286E-03,5.45220E-03,6.78507E-03,6.67945E-03,6.46317E-03,6.46820E-03,5.94511E-03,5.95014E-03
297,4.32016E-03,4.25952E-03,5.99264E-03,6.02295E-03,8.03397E-03,1.44005E-02,9.57508E-03,1.82912E-02,1.81901E-02,1.81396E-02,1.81396E-02,1.69775E-02,1.70785E-02
298,6.07800E-03,6.00351E-03,8.49629E-03,8.47146E-03,1.46984E-02,1.72309E-02,1.77772E-02,2.27428E-02,2.24946E-02,2.33884E-02,2.32891E-02,2.21470E-02,2.21470E-02
299,7.54617E-03,7.49227E-03,1.30343E-02,1.30833E-02,1.72484E-02,2.14135E-02,2.12175E-02,2.90087E-02,2.88617E-02,3.05767E-02,3.04787E-02,2.93027E-02,2.93027E-02
300,9.02832E-03,8.91282E-03,1.47264E-02,1.45820E-02,2.05014E-02,2.53621E-02,2.51696E-02,3.48909E-02,3.48428E-02,3.73453E-02,3.72009E-02,3.61422E-02,3.61422E-02
301,1.18060E-02,1.16644E-02,1.65757E-02,1.65285E-02,2.35649E-02,2.89956E-02,2.86178E-02,4.02350E-02,4.01405E-02,4.36824E-02,4.34935E-02,4.25490E-02,4.23601E-02
302,1.36486E-02,1.35084E-02,1.95848E-02,1.95848E-02,2.74842E-02,3.36073E-02,3.35138E-02,4.67418E-02,4.66950E-02,5.04344E-02,5.05278E-02,4.94528E-02,4.95930E-02
303,1.41555E-02,1.41092E-02,2.04468E-02,2.03080E-02,2.88198E-02,3.55275E-02,3.53424E-02,4.98680E-02,5.01456E-02,5.45865E-02,5.49566E-02,5.40776E-02,5.41239E-02
304,1.41749E-02,1.41749E-02,2.05103E-02,2.06470E-02,2.91702E-02,3.63260E-02,3.61892E-02,5.17770E-02,5.18682E-02,5.73832E-02,5.74288E-02,5.68818E-02,5.68362E-02
305,1.45488E-02,1.45038E-02,2.11496E-02,2.12394E-02,3.01752E-02,3.76741E-02,3.74496E-02,5.39292E-02,5.39741E-02,5.99911E-02,6.02606E-02,5.95421E-02,5.96768E-02
306,1.50813E-02,1.50367E-02,2.19973E-02,2.19973E-02,3.14120E-02,3.90419E-02,3.89080E-02,5.61757E-02,5.63096E-02,6.26901E-02,6.29132E-02,6.22886E-02,6.24670E-02
307,1.54929E-02,1.54046E-02,2.24669E-02,2.25110E-02,3.22217E-02,3.99019E-02,3.96371E-02,5.76900E-02,5.77783E-02,6.49289E-02,6.47965E-02,6.45758E-02,6.46199E-02
308,1.57863E-02,1.57425E-02,2.30656E-02,2.28902E-02,3.28005E-02,4.10445E-02,4.06937E-02,5.91549E-02,5.93742E-02,6.64780E-02,6.64780E-02,6.62587E-02,6.63464E-02
309,1.59597E-02,1.59163E-02,2.32890E-02,2.32890E-02,3.32204E-02,4.15905E-02,4.13737E-02,6.03258E-02,6.01957E-02,6.77852E-02,6.76551E-02,6.74816E-02,6.76117E-02
310,1.62112E-02,1.61683E-02,2.36306E-02,2.35877E-02,3.36661E-02,4.22006E-02,4.18575E-02,6.09850E-02,6.09421E-02,6.84473E-02,6.87046E-02,6.84044E-02,6.84473E-02
311,1.63228E-02,1.63652E-02,2.39118E-02,2.39966E-02,3.40870E-02,4.27360E-02,4.27360E-02,6.17297E-02,6.18993E-02,6.97003E-02,6.94036E-02,6.92764E-02,6.93188E-02
312,1.92318E-02,1.88164E-02,2.86192E-02,2.86608E-02,4.19943E-02,5.20463E-02,5.15063E-02,7.22750E-02,7.16104E-02,7.77164E-02,7.76749E-02,7.60549E-02,7.61795E-02
313,2.31064E-02,2.30654E-02,3.42697E-02,3.42287E-02,4.92909E-02,6.12340E-02,6.11109E-02,8.61872E-02,8.70081E-02,9.02914E-02,9.07018E-02,8.78289E-02,8.78289E-02
314,1.86070E-02,1.87275E-02,2.71670E-02,2.71670E-02,3.87813E-02,4.83460E-02,4.84263E-02,6.49837E-02,6.55865E-02,7.23381E-02,7.27400E-02,7.15343E-02,7.19362E-02
315,1.62875E-02,1.62088E-02,2.36444E-02,2.37231E-02,3.39519E-02,4.22924E-02,4.22924E-02,6.13338E-02,6.15305E-02,6.80613E-02,6.84547E-02,6.80613E-02,6.80613E-02
316,1.58238E-02,1.57470E-02,2.30060E-02,2.30828E-02,3.30304E-02,4.12111E-02,4.10191E-02,5.98387E-02,5.99155E-02,6.72129E-02,6.72129E-02,6.75970E-02,6.75970E-02
317,1.55168E-02,1.54793E-02,2.26380E-02,2.27130E-02,3.26827E-02,4.06285E-02,4.04786E-02,5.88813E-02,5.89938E-02,6.67147E-02,6.67147E-02,6.59651E-02,6.63399E-02
318,1.52903E-02,1.52175E-02,2.22437E-02,2.22437E-02,3.20004E-02,3.97912E-02,3.96455E-02,5.77026E-02,5.77754E-02,6.51658E-02,6.51658E-02,6.51658E-02,6.51658E-02
319,1.50233E-02,1.48465E-02,2.18102E-02,2.18456E-02,3.11423E-02,3.89898E-02,3.88131E-02,5.64521E-02,5.66289E-02,6.39814E-02,6.36279E-02,6.36279E-02,6.39814E-02
320,1.44867E-02,1.44184E-02,2.11834E-02,2.11492E-02,3.03401E-02,3.78909E-02,3.76859E-02,5.49059E-02,5.51451E-02,6.21834E-02,6.21834E-02,6.18418E-02,6.21834E-02
321,1.43393E-02,1.41721E-02,2.07903E-02,2.06566E-02,2.97147E-02,3.70682E-02,3.69679E-02,5.39143E-02,5.40146E-02,6.08333E-02,6.11675E-02,6.11675E-02,6.11675E-02
322,1.39364E-02,1.38062E-02,2.02859E-02,2.02208E-02,2.89799E-02,3.62737E-02,3.60132E-02,5.28476E-02,5.27499E-02,5.95879E-02,5.95879E-02,5.99135E-02,5.95879E-02
323,1.34807E-02,1.33856E-02,1.96660E-02,1.96026E-02,2.81985E-02,3.52402E-02,3.49230E-02,5.11950E-02,5.13853E-02,5.77292E-02,5.77292E-02,5.80464E-02,5.80464E-02
324,1.31128E-02,1.30505E-02,1.91553E-02,1.91242E-02,2.74715E-02,3.43238E-02,3.40746E-02,4.99284E-02,5.00218E-02,5.66872E-02,5.66872E-02,5.66872E-02,5.66872E-02
325,1.26496E-02,1.26193E-02,1.84133E-02,1.84133E-02,2.64520E-02,3.29436E-02,3.28526E-02,4.81111E-02,4.82324E-02,5.42994E-02,5.46027E-02,5.46027E-02,5.46027E-02
326,1.21787E-02,1.21192E-02,1.77470E-02,1.77172E-02,2.55485E-02,3.18016E-02,3.17718E-02,4.63922E-02,4.66007E-02,5.24071E-02,5.21094E-02,5.21094E-02,5.24071E-02
327,1.17061E-02,1.16180E-02,1.70750E-02,1.70750E-02,2.44096E-02,3.07174E-02,3.04827E-02,4.47412E-02,4.47705E-02,5.01688E-02,5.10489E-02,5.07556E-02,5.10489E-02
328,1.11847E-02,1.10980E-02,1.63002E-02,1.63002E-02,2.33809E-02,2.91900E-02,2.91611E-02,4.28602E-02,4.29180E-02,4.85248E-02,4.87560E-02,4.87271E-02,4.87560E-02
329,1.06589E-02,1.06303E-02,1.54883E-02,1.55455E-02,2.23180E-02,2.78904E-02,2.78332E-02,4.10068E-02,4.09497E-02,4.66649E-02,4.68078E-02,4.69221E-02,4.69793E-02
330,1.01377E-02,1.00808E-02,1.48934E-02,1.48364E-02,2.13861E-02,2.66543E-02,2.65689E-02,3.91556E-02,3.92980E-02,4.46516E-02,4.48510E-02,4.49364E-02,4.50788E-02
331,9.57167E-03,9.51520E-03,1.40328E-02,1.40893E-02,2.01598E-02,2.51574E-02,2.51292E-02,3.70444E-02,3.71291E-02,4.24090E-02,4.25502E-02,4.25784E-02,4.27478E-02
332,9.15261E-03,9.09594E-03,1.33747E-02,1.34031E-02,1.92403E-02,2.40575E-02,2.39441E-02,3.53353E-02,3.55337E-02,4.04642E-02,4.06625E-02,4.07759E-02,4.08609E-02
333,8.84525E-03,8.75992E-03,1.28839E-02,1.28270E-02,1.85437E-02,2.31512E-02,2.30375E-02,3.39305E-02,3.40727E-02,3.87371E-02,3.88793E-02,3.90499E-02,3.91068E-02
334,8.88825E-03,8.74489E-03,1.28450E-02,1.28736E-02,1.83786E-02,2.30234E-02,2.29661E-02,3.36033E-02,3.37467E-02,3.81908E-02,3.81621E-02,3.83342E-02,3.83342E-02
335,8.00268E-03,8.00268E-03,1.16586E-02,1.16298E-02,1.67250E-02,2.09854E-02,2.08703E-02,3.07729E-02,3.09456E-02,3.52060E-02,3.54363E-02,3.54363E-02,3.56090E-02
336,7.31311E-03,7.28420E-03,1.06373E-02,1.06662E-02,1.53778E-02,1.91933E-02,1.91644E-02,2.83564E-02,2.85009E-02,3.26344E-02,3.27789E-02,3.29813E-02,3.30969E-02
337,6.79272E-03,6.82175E-03,9.95686E-03,9.98588E-03,1.44273E-02,1.79688E-02,1.79688E-02,2.65613E-02,2.67064E-02,3.06253E-02,3.06543E-02,3.09737E-02,3.09737E-02
338,6.32690E-03,6.35606E-03,9.30083E-03,9.32999E-03,1.34702E-02,1.68523E-02,1.68523E-02,2.49577E-02,2.49869E-02,2.86606E-02,2.88063E-02,2.90104E-02,2.90979E-02
339,5.94558E-03,5.91629E-03,8.69871E-03,8.75729E-03,1.25941E-02,1.57866E-02,1.57573E-02,2.33137E-02,2.34309E-02,2.69162E-02,2.70334E-02,2.72677E-02,2.73848E-02
340,5.56159E-03,5.50274E-03,8.12169E-03,8.09227E-03,1.17706E-02,1.47426E-02,1.46838E-02,2.18344E-02,2.19521E-02,2.52185E-02,2.53656E-02,2.55716E-02,2.56010E-02
341,5.19332E-03,5.16364E-03,7.56741E-03,7.56741E-03,1.09802E-02,1.37697E-02,1.37400E-02,2.05359E-02,2.05655E-02,2.37409E-02,2.37409E-02,2.40376E-02,2.40970E-02
342,4.69466E-03,4.68870E-03,7.08965E-03,7.08965E-03,1.02472E-02,1.28984E-02,1.28984E-02,1.91540E-02,1.92135E-02,2.21030E-02,2.21924E-02,2.24605E-02,2.25201E-02
343,4.66449E-03,4.62842E-03,6.61204E-03,6.58198E-03,9.55740E-03,1.19918E-02,1.19918E-02,1.79126E-02,1.79427E-02,2.07678E-02,2.08580E-02,2.10082E-02,2.10383E-02
344,4.44665E-03,4.42541E-03,6.15736E-03,6.18769E-03,8.94789E-03,1.12531E-02,1.12228E-02,1.67735E-02,1.68342E-02,1.93820E-02,1.95944E-02,1.97764E-02,1.97764E-02
345,4.14850E-03,4.12729E-03,5.72729E-03,5.69699E-03,8.36366E-03,1.05152E-02,1.03940E-02,1.55758E-02,1.56364E-02,1.80607E-02,1.80910E-02,1.83637E-02,1.84243E-02
346,3.82294E-03,3.83506E-03,5.30543E-03,5.27511E-03,7.70045E-03,9.61040E-03,9.64072E-03,1.44308E-02,1.44914E-02,1.67651E-02,1.68864E-02,1.70986E-02,1.70986E-02
347,3.52686E-03,3.54497E-03,4.75478E-03,4.74875E-03,7.08993E-03,8.86996E-03,8.86996E-03,1.33351E-02,1.33653E-02,1.54772E-02,1.55375E-02,1.58392E-02,1.58090E-02
348,3.24812E-03,3.25713E-03,4.64103E-03,4.65004E-03,6.51426E-03,8.25540E-03,8.19536E-03,1.23080E-02,1.23381E-02,1.43194E-02,1.43194E-02,1.45895E-02,1.47096E-02
349,2.99089E-03,3.02092E-03,4.39324E-03,4.40525E-03,6.03583E-03,7.65740E-03,7.59734E-03,1.13810E-02,1.13510E-02,1.33029E-02,1.33029E-02,1.36031E-02,1.36632E-02
350,2.78419E-03,2.78120E-03,4.07172E-03,4.07471E-03,5.58630E-03,7.05009E-03,6.99034E-03,1.05751E-02,1.06050E-02,1.23078E-02,1.23078E-02,1.25169E-02,1.25468E-02
351,2.57635E-03,2.57635E-03,3.79562E-03,3.77765E-03,5.15270E-03,6.53075E-03,6.53075E-03,9.82608E-03,9.88599E-03,1.13839E-02,1.14737E-02,1.16235E-02,1.16835E-02
352,2.37097E-03,2.37395E-03,3.49673E-03,3.49374E-03,4.65533E-03,5.97221E-03,6.00207E-03,9.01803E-03,9.07775E-03,1.05409E-02,1.05708E-02,1.07500E-02,1.08097E-02
353,2.19410E-03,2.21502E-03,3.23734E-03,3.25826E-03,4.57353E-03,5.58986E-03,5.55997E-03,8.36985E-03,8.42963E-03,9.77479E-03,9.83457E-03,9.95414E-03,1.00737E-02
354,2.02179E-03,2.04557E-03,2.98808E-03,2.99998E-03,4.30224E-03,5.14366E-03,5.14366E-03,7.73036E-03,7.76009E-03,9.06831E-03,9.12777E-03,9.27644E-03,9.27644E-03
355,1.87858E-03,1.87858E-03,2.75742E-03,2.75742E-03,3.98424E-03,4.62715E-03,4.61830E-03,7.13684E-03,7.16633E-03,8.34597E-03,8.37546E-03,8.55241E-03,8.55241E-03
356,1.73090E-03,1.73676E-03,2.55388E-03,2.55095E-03,3.69317E-03,4.52201E-03,4.52201E-03,6.56043E-03,6.56043E-03,7.70265E-03,7.73194E-03,7.90766E-03,7.93695E-03
357,1.59217E-03,1.59798E-03,2.33886E-03,2.34467E-03,3.40515E-03,4.26224E-03,4.24191E-03,6.07232E-03,6.10137E-03,7.17637E-03,7.20543E-03,7.32164E-03,7.29259E-03
358,1.47258E-03,1.47258E-03,2.17825E-03,2.18116E-03,3.17552E-03,3.96867E-03,3.95992E-03,5.59871E-03,5.59871E-03,6.53183E-03,6.59015E-03,6.76511E-03,6.76511E-03
359,1.36602E-03,1.37489E-03,2.02242E-03,2.01946E-03,2.92127E-03,3.69594E-03,3.67820E-03,5.17431E-03,5.17431E-03,6.06134E-03,6.12047E-03,6.23874E-03,6.20917E-03
360,1.26588E-03,1.27485E-03,1.87338E-03,1.86739E-03,2.67540E-03,3.39961E-03,3.40260E-03,4.56373E-03,4.59366E-03,5.53633E-03,5.53633E-03,5.68596E-03,5.71589E-03
361,1.17528E-03,1.18142E-03,1.73684E-03,1.73684E-03,2.50399E-03,3.15147E-03,3.14840E-03,4.60292E-03,4.62133E-03,4.96502E-03,5.02332E-03,5.10004E-03,5.27802E-03
362,1.09801E-03,1.09801E-03,1.60746E-03,1.61063E-03,2.33841E-03,2.92697E-03,2.92697E-03,4.37622E-03,4.40469E-03,5.01224E-03,5.04705E-03,5.16096E-03,4.75277E-03
363,1.07494E-03,1.06519E-03,1.57506E-03,1.57830E-03,2.30575E-03,2.85459E-03,2.83835E-03,4.17309E-03,4.17958E-03,4.82259E-03,4.83234E-03,4.92327E-03,4.79986E-03
364,3.33473E-03,3.17674E-03,4.89117E-03,4.98865E-03,6.21229E-03,1.69762E-02,1.60013E-02,1.73124E-02,1.65728E-02,1.49929E-02,1.46903E-02,1.36482E-02,1.39844E-02
365,1.27061E-02,1.30552E-02,1.71044E-02,1.70345E-02,2.18517E-02,2.36669E-02,2.39112E-02,2.64594E-02,2.70528E-02,2.42254E-02,2.43301E-02,2.25498E-02,2.25847E-02
366,2.40272E-03,2.56779E-03,6.23605E-03,3.36380E-03,8.25360E-03,9.75759E-03,1.01611E-02,1.24721E-02,1.28756E-02,1.25455E-02,1.28023E-02,1.22153E-02,1.21420E-02
367,1.98416E-03,2.11204E-03,1.16259E-03,2.74372E-03,1.65863E-03,2.08879E-03,2.15079E-03,3.14675E-03,3.25526E-03,3.69317E-03,3.79392E-03,3.81330E-03,3.78617E-03
368,1.13437E-03,1.17894E-03,1.12222E-03,1.58407E-03,1.58812E-03,2.00946E-03,2.04187E-03,3.02229E-03,3.12763E-03,3.56517E-03,3.63810E-03,3.67051E-03,3.66241E-03
369,7.71353E-04,7.92544E-04,9.74787E-04,1.11041E-03,1.39437E-03,1.78005E-03,1.77157E-03,2.67431E-03,2.68702E-03,3.13203E-03,3.14899E-03,3.22103E-03,3.21256E-03
370,6.27928E-04,6.36710E-04,8.82612E-04,9.22132E-04,1.27781E-03,1.62032E-03,1.61154E-03,2.41072E-03,2.43706E-03,2.83665E-03,2.84104E-03,2.90252E-03,2.91130E-03
371,5.54540E-04,5.63484E-04,8.09449E-04,8.13921E-04,1.15827E-03,1.46238E-03,1.45343E-03,2.20474E-03,2.21369E-03,2.58487E-03,2.60276E-03,2.65195E-03,2.65195E-03
372,4.88104E-04,5.01538E-04,7.29917E-04,7.29917E-04,1.05233E-03,1.32549E-03,1.32102E-03,1.99272E-03,2.01959E-03,2.34648E-03,2.36887E-03,2.40470E-03,2.40917E-03
373,4.47108E-04,4.55874E-04,6.61895E-04,6.53128E-04,9.64350E-04,1.21420E-03,1.21420E-03,1.80596E-03,1.81473E-03,2.11719E-03,2.13910E-03,2.19609E-03,2.18294E-03
374,4.07492E-04,4.20226E-04,6.11238E-04,6.02748E-04,8.82899E-04,1.12060E-03,1.12909E-03,1.65119E-03,1.65544E-03,1.93559E-03,1.94408E-03,1.99077E-03,2.00775E-03
375,3.78546E-04,3.86687E-04,5.69855E-04,5.65784E-04,8.14078E-04,1.01760E-03,1.02167E-03,1.51419E-03,1.52233E-03,1.77469E-03,1.79911E-03,1.83982E-03,1.82761E-03
376,3.55680E-04,3.55680E-04,5.19840E-04,5.23749E-04,7.58263E-04,9.41966E-04,9.38057E-04,1.41881E-03,1.41881E-03,1.65724E-03,1.67287E-03,1.69241E-03,1.69241E-03
377,3.28007E-04,3.31735E-04,4.92011E-04,4.84556E-04,7.08198E-04,8.79656E-04,8.75929E-04,1.31576E-03,1.31948E-03,1.53194E-03,1.55058E-03,1.56922E-03,1.56922E-03
378,3.16605E-04,3.13008E-04,4.60517E-04,4.53321E-04,6.69188E-04,8.27491E-04,8.20296E-04,1.23764E-03,1.23404E-03,1.43192E-03,1.45351E-03,1.48229E-03,1.47509E-03
379,2.94674E-04,2.91208E-04,4.33345E-04,4.33345E-04,6.17083E-04,7.73087E-04,7.73087E-04,1.14403E-03,1.16830E-03,1.33817E-03,1.35204E-03,1.37630E-03,1.38324E-03
380,2.80502E-04,2.83841E-04,4.17414E-04,4.04056E-04,5.81040E-04,7.37987E-04,7.24630E-04,1.07860E-03,1.09195E-03,1.25558E-03,1.26560E-03,1.28563E-03,1.27896E-03
381,2.59454E-04,2.75875E-04,3.90823E-04,3.94107E-04,5.55034E-04,6.96256E-04,6.96256E-04,1.02796E-03,1.03782E-03,1.18889E-03,1.20203E-03,1.22502E-03,1.22502E-03
382,2.49894E-04,2.53098E-04,3.68434E-04,3.65230E-04,5.25419E-04,6.53569E-04,6.50366E-04,9.67539E-04,9.64335E-04,1.12132E-03,1.12773E-03,1.14375E-03,1.15656E-03
383,2.36833E-04,2.46307E-04,3.50514E-04,3.44198E-04,4.98929E-04,6.18925E-04,6.22083E-04,9.22072E-04,9.22072E-04,1.05470E-03,1.07680E-03,1.07680E-03,1.09575E-03
384,2.29527E-04,2.26425E-04,3.31884E-04,3.31884E-04,4.80766E-04,5.92428E-04,5.89326E-04,8.65379E-04,8.68481E-04,9.95651E-04,1.01426E-03,1.02047E-03,1.03597E-03
385,2.14360E-04,2.20484E-04,3.15415E-04,3.18477E-04,4.47093E-04,5.60398E-04,5.69585E-04,8.23754E-04,8.26816E-04,9.52370E-04,9.61557E-04,9.67681E-04,9.86055E-04
386,2.09572E-04,2.12609E-04,3.03727E-04,3.06764E-04,4.31292E-04,5.37597E-04,5.31522E-04,7.86653E-04,7.89690E-04,9.14218E-04,9.11181E-04,9.29405E-04,9.35479E-04
387,1.98901E-04,2.01915E-04,2.92325E-04,2.95338E-04,4.12871E-04,5.15335E-04,5.15335E-04,7.50400E-04,7.56428E-04,8.76974E-04,8.73960E-04,8.83001E-04,8.79988E-04
388,1.92983E-04,1.92983E-04,2.76113E-04,2.79082E-04,3.91903E-04,4.89879E-04,4.89879E-04,7.15520E-04,7.24427E-04,8.28340E-04,8.37247E-04,8.37247E-04,8.46154E-04
389,1.85752E-04,1.88700E-04,2.71257E-04,2.68308E-04,3.80349E-04,4.77647E-04,4.68802E-04,6.95832E-04,6.89935E-04,7.96079E-04,7.99027E-04,8.13770E-04,8.13770E-04
390,2.02098E-04,2.02098E-04,2.98753E-04,2.92895E-04,4.10053E-04,5.09638E-04,5.06709E-04,7.29309E-04,7.23451E-04,8.11320E-04,8.02533E-04,8.28894E-04,8.25965E-04
391,2.06976E-04,2.09891E-04,3.06091E-04,3.06091E-04,4.25613E-04,5.33474E-04,5.36389E-04,7.52110E-04,7.60856E-04,8.33735E-04,8.24989E-04,8.30820E-04,8.24989E-04
392,1.85107E-04,1.90892E-04,2.71876E-04,2.71876E-04,3.84675E-04,4.71444E-04,4.77229E-04,6.82582E-04,6.85474E-04,7.57782E-04,7.60674E-04,7.60674E-04,7.60674E-04
393,1.70481E-04,1.73370E-04,2.48497E-04,2.48497E-04,3.46741E-04,4.24757E-04,4.24757E-04,6.15464E-04,6.18354E-04,6.99260E-04,6.96371E-04,7.05039E-04,6.93481E-04
394,1.69777E-04,1.72654E-04,2.35961E-04,2.41716E-04,3.33798E-04,4.02860E-04,3.97105E-04,5.81270E-04,5.87025E-04,6.64719E-04,6.64719E-04,6.70474E-04,6.61842E-04
395,1.71969E-04,1.77701E-04,2.37890E-04,2.43622E-04,3.23874E-04,3.92662E-04,3.84063E-04,5.67496E-04,5.64630E-04,6.44882E-04,6.42016E-04,6.56347E-04,6.44882E-04
396,1.69502E-04,1.69502E-04,2.32706E-04,2.38451E-04,3.13147E-04,3.87843E-04,3.84970E-04,5.57344E-04,5.54471E-04,6.34913E-04,6.32040E-04,6.34913E-04,6.29167E-04
397,1.56933E-04,1.59787E-04,2.25413E-04,2.19707E-04,3.05307E-04,3.82347E-04,3.76640E-04,5.36427E-04,5.44986E-04,6.10613E-04,6.07760E-04,6.10613E-04,6.07760E-04
398,1.60165E-04,1.63025E-04,2.28807E-04,2.23086E-04,3.11749E-04,3.86111E-04,3.74671E-04,5.29115E-04,5.37695E-04,5.97757E-04,6.06337E-04,6.00617E-04,5.97757E-04
399,1.58663E-04,1.61497E-04,2.26662E-04,2.23829E-04,3.08827E-04,3.76825E-04,3.71159E-04,5.15656E-04,5.18489E-04,5.80821E-04,5.89321E-04,5.83654E-04,5.80821E-04
400,1.52921E-04,1.52921E-04,2.18054E-04,2.12390E-04,2.94514E-04,3.65311E-04,3.62479E-04,5.15400E-04,5.21064E-04,5.83365E-04,5.77701E-04,5.77701E-04,5.83365E-04
